Hajj Company (Arabic),Hajj Company (English),formattedAddress,City,Country,email,Contact_Info,Rating Reviews,is_autorized,Google_Maps_Link,Link_Valid
Õ„·… «·Â«Ã—Ì ··ÕÃ Ê«·⁄„—…,AL HAJRI FOR HAJJ AND UMRA,"1 W 34th St., New York, NY 10001, USA",New York,United States,,+1 212-967-9797,4.9 (172 reviews),Yes,https://www.google.com/maps/search/?api=1&query=AL%20HAJRI%20FOR%20HAJJ%20AND%20UMRA%2C%201%20W%2034th%20St.%2C%20New%20York%2C%20NY%2010001%2C%20USA,TRUE
Õ„·… «·⁄·Ì ··ÕÃ Ê«·⁄„—…,AL ALI FOR HAJJ AND UMRA,"Doha, Qatar",Doha,Qatar,,+974 5550 4497,5 (4 reviews),Yes,https://www.google.com/maps/search/?api=1&query=AL%20ALI%20FOR%20HAJJ%20AND%20UMRA%2C%20Doha%2C%20Qatar,TRUE
Õ„·… √„ «·ﬁ—Ï ··ÕÃ Ê«·⁄„—…,UM ALQURA FOR HAJJ AND UMRA,"88GF+GW8, Rabie St, Baghdad, Baghdad Governorate, Iraq",Baghdad,Iraq,,+964 770 000 0734,2.9 (14 reviews),Yes,"https://www.google.com/maps/place/88GF+GW8,+Rabie+St,+Baghdad,+Baghdad+Governorate,+Iraq",TRUE
”Ê»Ì—  Ê—“,SUPER TOURS,"F7FQ+GF° œ„‘ﬁ°° F7CQ+729, 5, Damascus, Syria",Damascus,Syria,,+963 998 158 800,2 (5 reviews),Yes,"https://www.google.com/maps/place/F7FQ+GF,+œ„‘ﬁ,,+F7CQ+729,+5,+Damascus,+Syria",TRUE
Õ„·… „Õ„œ ÃÊ«œ ﬂ«Ÿ„,Mohammed Jawad Kazim Campaign,"King Khalid Rd, Al Jisr, Al Khobar 32424, Saudi Arabia",Al Khobar,Saudi Arabia,,+966 13 586 6707,3.6 (811 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Mohammed%20Jawad%20Kazim%20Campaign%2C%20King%20Khalid%20Rd%2C%20Al%20Jisr%2C%20Al%20Khobar%2032424%2C%20Saudi%20Arabia,TRUE
«Ì„«‰  —«›· ”Ì—›Ì” «” «Ì «— «·,EMEN TRAVEL SERVIES SARL,"Abd El-Salam El-Shazly, Naqraha, Damanhour, Beheira Governorate 5841345, Egypt",Beheira Governorate,Egypt,,+20 45 3348011,4.2 (151 reviews),Yes,https://www.google.com/maps/search/?api=1&query=EMEN%20TRAVEL%20SERVIES%20SARL%2C%20Abd%20El-Salam%20El-Shazly%2C%20Naqraha%2C%20Damanhour%2C%20Beheira%20Governorate%205841345%2C%20Egypt,TRUE
«‰ — ‰«‘ÌÊ‰«· ÕÃ ⁄„—Â ÃÌ  Â«‰œ·”»Ê·«Ã,INTERNATIONAL HAJJUMRA GATE HANDELSBOLAG,"⁄„«—«  «·⁄»Ê—° ?? Salah Salem St, ManshÓyet el Bakri, Heliopolis, Cairo Governorate 11811, Egypt",Cairo Governorate,Egypt,,+20 11 10775588,4.4 (255 reviews),Yes,https://www.google.com/maps/search/?api=1&query=INTERNATIONAL%20HAJJUMRA%20GATE%20HANDELSBOLAG%2C%20%D8%B9%D9%85%D8%A7%D8%B1%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B9%D8%A8%D9%88%D8%B1%2C%20%D9%A3%D9%A5%20Salah%20Salem%20St%2C%20Mansh%C3%AEyet%20el%20Bakri%2C%20Heliopolis%2C%20Cairo%20Governorate%2011811%2C%20Egypt,TRUE
‘—ﬂ… „ﬂ… «·„œÌ‰… ··”›—Ì« ,MECCA MADINA TRAVEL AGENC,"13 Mostafa El-Nahaas, Al Manteqah Ath Thamenah, Nasr City, Cairo Governorate 11765, Egypt",Cairo Governorate,Egypt,,+20 10 02422482,4.9 (27 reviews),Yes,https://www.google.com/maps/search/?api=1&query=MECCA%20MADINA%20TRAVEL%20AGENC%2C%2013%20Mostafa%20El-Nahaas%2C%20Al%20Manteqah%20Ath%20Thamenah%2C%20Nasr%20City%2C%20Cairo%20Governorate%2011765%2C%20Egypt,TRUE
‘—ﬂ… „«—Ì” ··”›—Ì«  «·„ÕœÊœ…,MARIS TRAVEL LTD,"WH8M+MV2 Demco Towers, Antelias, Lebanon",Antelias,Lebanon,,+961 3 325 367,5 (4 reviews),Yes,"https://www.google.com/maps/place/WH8M+MV2+Demco+Towers,+Antelias,+Lebanon",TRUE
—ÊÌ· «Ì«— ”«—›Ì”,ROYAL AIR SERVICE,"Al Amireyah Ash Shamaleyah, Amreya, Cairo Governorate 4513232, Egypt",Cairo Governorate,Egypt,,+20 2 22831150,5 (5 reviews),Yes,https://www.google.com/maps/search/?api=1&query=ROYAL%20AIR%20SERVICE%2C%20Al%20Amireyah%20Ash%20Shamaleyah%2C%20Amreya%2C%20Cairo%20Governorate%204513232%2C%20Egypt,TRUE
«·Ã“«∆—,EL-DJAZAIR,Algeria,Algeria,Algeria,,,,Yes,https://www.google.com/maps/search/?api=1&query=EL-DJAZAIR%2C%20Algeria,TRUE
 Ê— «‰œÊ Ã—»«‰Ã ﬂ— « ”Ê”Ì·«,TOUR INDO GERBANG KERTA SOSILA,"Jl. Jemur Andayani No.3, Jemur Wonosari, Kec. Wonocolo, Surabaya, Jawa Timur 60237, Indonesia",Indonesia,Indonesia,,+62 31 8411602,4.5 (21 reviews),Yes,https://www.google.com/maps/search/?api=1&query=TOUR%20INDO%20GERBANG%20KERTA%20SOSILA%2C%20Jl.%20Jemur%20Andayani%20No.3%2C%20Jemur%20Wonosari%2C%20Kec.%20Wonocolo%2C%20Surabaya%2C%20Jawa%20Timur%2060237%2C%20Indonesia,TRUE
” «—  —«›· «‰ —‰«‘‰·,STAR TRAVEL INTERNATIONNAL,"Manastirski Livadi, blvd. ""Bulgaria"" 106, 1618 Sofia, Bulgaria",Sofia,Bulgaria,,+359 2 811 4781,5 (27 reviews),Yes,https://www.google.com/maps/search/?api=1&query=STAR%20TRAVEL%20INTERNATIONNAL%2C%20Manastirski%20Livadi%2C%20blvd.%20%22Bulgaria%22%20106%2C%201618%20Sofia%2C%20Bulgaria,TRUE
Õ„·… «·„‘«⁄— ··ÕÃ Ê«·⁄„—…,AL MASHAER FOR HAJJ AND UMRA,"Al Khalidiyah, Az Zulfi 15941, Saudi Arabia",Az Zulfi,Saudi Arabia,,+966 53 113 1072,4.5 (573 reviews),Yes,https://www.google.com/maps/search/?api=1&query=AL%20MASHAER%20FOR%20HAJJ%20AND%20UMRA%2C%20Al%20Khalidiyah%2C%20Az%20Zulfi%2015941%2C%20Saudi%20Arabia,TRUE
¬—Ê‰« ··”Ì«Õ…,PT ARUNA,"Selatan, Mampang Square Tower, Jl. Mampang Prpt. Raya No.88 A3 Lt. 5, Tegal Parang, Kec. Mampang Prpt., Jakarta, Daerah Khusus Ibukota Jakarta 12790, Indonesia",Indonesia,Indonesia,,+62 21 79184294,4.6 (9 reviews),Yes,https://www.google.com/maps/search/?api=1&query=PT%20ARUNA%2C%20Selatan%2C%20Mampang%20Square%20Tower%2C%20Jl.%20Mampang%20Prpt.%20Raya%20No.88%20A3%20Lt.%205%2C%20Tegal%20Parang%2C%20Kec.%20Mampang%20Prpt.%2C%20Jakarta%2C%20Daerah%20Khusus%20Ibukota%20Jakarta%2012790%2C%20Indonesia,TRUE
ﬂ«—«Ê«‰ ⁄»ÌœÌÂ,KARAWAN E OBAIDIA,"Shop # 1, Plot # LR31/1/6, Ground Floor, Farooq Plaza, Nishtar Rd, Garden West Ramswami, Garden, Pakistan",Garden,Pakistan,,+92 300 2396545,5 (1 reviews),Yes,https://www.google.com/maps/search/?api=1&query=KARAWAN%20E%20OBAIDIA%2C%20Shop%20%23%201%2C%20Plot%20%23%20LR31/1/6%2C%20Ground%20Floor%2C%20Farooq%20Plaza%2C%20Nishtar%20Rd%2C%20Garden%20West%20Ramswami%2C%20Garden%2C%20Pakistan,TRUE
«Ê—»  Œœ„«  «·ÕÃ Ê«·⁄„—… «Ì” «Ì„ ”Ì «·Œ«’ «·„ÕœÊœ…,ORBIT HAJJ & UMRAH SERVICES SMC PVT LTD,"22‘«—⁄ «·€—›… «· Ã«—Ì…° Mahta Al Raml Sq., Al Mesallah Gharb WA Sharif Basha, Al Attarin, Alexandria Governorate 5373001, Egypt",Alexandria Governorate,Egypt,,+20 3 4809499,4.2 (24 reviews),Yes,https://www.google.com/maps/search/?api=1&query=ORBIT%20HAJJ%20%26%20UMRAH%20SERVICES%20SMC%20PVT%20LTD%2C%2022%D8%B4%D8%A7%D8%B1%D8%B9%20%D8%A7%D9%84%D8%BA%D8%B1%D9%81%D8%A9%20%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A%D8%A9%2C%20Mahta%20Al%20Raml%20Sq.%2C%20Al%20Mesallah%20Gharb%20WA%20Sharif%20Basha%2C%20Al%20Attarin%2C%20Alexandria%20Governorate%205373001%2C%20Egypt,TRUE
ﬂ«—Ê«‰ «”„«⁄Ì·,KARAWAN IASMAIL,"1 W 34th St., New York, NY 10001, USA",New York,United States,,+1 212-967-9797,4.9 (172 reviews),Yes,https://www.google.com/maps/search/?api=1&query=KARAWAN%20IASMAIL%2C%201%20W%2034th%20St.%2C%20New%20York%2C%20NY%2010001%2C%20USA,TRUE
ÃÌ·«‰Ì  —«»·”,ZILANI TRAVELS,"V6MR+QV6, Tripoli, Libya",Tripoli,Libya,,,4 (20 reviews),Yes,"https://www.google.com/maps/place/V6MR+QV6,+Tripoli,+Libya",TRUE
≈‰⁄«„,ENAM,"C6V2+7W5 » —Ê„Ì‰° Al Mahjar, Jeddah 22412, Saudi Arabia",Jeddah,Saudi Arabia,,,4.1 (27 reviews),Yes,"https://www.google.com/maps/place/C6V2+7W5+» —Ê„Ì‰,+Al+Mahjar,+Jeddah+22412,+Saudi+Arabia",TRUE
„Ì —« √Ê «„«,PT. MITRA UTAMA,"Jl. Pelajar Pejuang 45 No.84, Lkr. Sel., Kec. Lengkong, Kota Bandung, Jawa Barat 40263, Indonesia",Indonesia,Indonesia,,,4.2 (16 reviews),Yes,https://www.google.com/maps/search/?api=1&query=PT.%20MITRA%20UTAMA%2C%20Jl.%20Pelajar%20Pejuang%2045%20No.84%2C%20Lkr.%20Sel.%2C%20Kec.%20Lengkong%2C%20Kota%20Bandung%2C%20Jawa%20Barat%2040263%2C%20Indonesia,TRUE
Õ„·… «·‰’—,Al-Nasr Campaign,"Building: 348 - Road: 4913 - Block: 449 ALQADAM° 4913 Budaiya Hwy, Al Qadam, Bahrain",Al Qadam,Bahrain,,+973 1759 3388,4.5 (1565 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Al-Nasr%20Campaign%2C%20Building%3A%20348%20-%20Road%3A%204913%20-%20Block%3A%20449%20ALQADAM%2C%204913%20Budaiya%20Hwy%2C%20Al%20Qadam%2C%20Bahrain,TRUE
Ê«Â«‰« „Ì —« ··”Ì«Õ…,WAHANA MITRA WISATA,"G7CW+34X, M. Ali El Abed, Damascus, Syria",Damascus,Syria,,+963 11 333 0003,5 (16 reviews),Yes,"https://www.google.com/maps/place/G7CW+34X,+M.+Ali+El+Abed,+Damascus,+Syria",TRUE
Ã„⁄Ì… «·”·”»Ì· ··ÕÃ,ASSOCIATION SALSSABIL,"Beirut Street, Hawally 30000, Kuwait",Hawally,Kuwait,,+965 9006 1666,4.4 (8 reviews),Yes,https://www.google.com/maps/search/?api=1&query=ASSOCIATION%20SALSSABIL%2C%20Beirut%20Street%2C%20Hawally%2030000%2C%20Kuwait,TRUE
”·ÿ«‰ ÃÌ «‰ —»—«“Ì“,SULTAN JEE ENTERPRISES,"828 28th B Main Road, Karnataka bank, 39th Cross Rd, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560041, India",Bengaluru,India,,+91 97393 97786,4.9 (416 reviews),Yes,https://www.google.com/maps/search/?api=1&query=SULTAN%20JEE%20ENTERPRISES%2C%20828%2028th%20B%20Main%20Road%2C%20Karnataka%20bank%2C%2039th%20Cross%20Rd%2C%20Corporation%20Colony%2C%20Jayanagara%209th%20Block%2C%20Jayanagar%2C%20Bengaluru%2C%20Karnataka%20560041%2C%20India,TRUE
„›«“ ··ÕÃ Ê«·”Ì«ÕÂ,MAFAS HAJ TRAVELS,"ClockTower Office Building° Clock Tower - Office No 1002/A - Al Mussalla - Hay Al Gharb - Sharjah - United Arab Emirates",Sharjah,United Arab Emirates,,+971 6 522 2743,4 (59 reviews),Yes,https://www.google.com/maps/search/?api=1&query=MAFAS%20HAJ%20TRAVELS%2C%20ClockTower%20Office%20Building%2C%20Clock%20Tower%20-%20Office%20No%201002/A%20-%20Al%20Mussalla%20-%20Hay%20Al%20Gharb%20-%20Sharjah%20-%20United%20Arab%20Emirates,TRUE
‘—ﬂ…  œ ” Ì «·œÊ·Ì…,DESTI INTERNATIONAL S.A.,"130 26th of July Corridor, St, Zamalek, Cairo Governorate 11211, Egypt",Cairo Governorate,Egypt,,+20 2 27380124,,Yes,https://www.google.com/maps/search/?api=1&query=DESTI%20INTERNATIONAL%20S.A.%2C%20130%2026th%20of%20July%20Corridor%2C%20St%2C%20Zamalek%2C%20Cairo%20Governorate%2011211%2C%20Egypt,TRUE
—«‰Ì« «”›«—,RANIA VOYOGES,"Gotzkowskystra?e 13, 10555 Berlin, Germany",Berlin,Germany,,+49 1573 9465859,5 (64 reviews),Yes,https://www.google.com/maps/search/?api=1&query=RANIA%20VOYOGES%2C%20Gotzkowskystra%C3%9Fe%2013%2C%2010555%20Berlin%2C%20Germany,TRUE
«”ﬂÌ Ê·œ ··”Ì«Õ… (Œ«’…) Ê„ÕœÊœ…,SKAY WORLD TRAVELS (PVT) LTD,"F 21 Peopleís park complex Kacheri road, Colombo, Sri Lanka",Colombo,Sri Lanka,,+94 112 395 356,4.8 (33 reviews),Yes,https://www.google.com/maps/search/?api=1&query=SKAY%20WORLD%20TRAVELS%20%28PVT%29%20LTD%2C%20F%2021%20People%E2%80%99s%20park%20complex%20Kacheri%20road%2C%20Colombo%2C%20Sri%20Lanka,TRUE
 «Ãœ«— «·œÊ·Ì  —ÌÊ·“ Ê ”Ì«Õ,TAJDAR-E-DAWAL-INTERNATIONAL TRAVELS,"Office : I-789 First Floor Maharaja Hotel Building° Committee Chowk, Murree Rd° Waris Khan Rawalpindi, 46000, Pakistan",Rawalpindi,Pakistan,,+92 333 5121527,,Yes,https://www.google.com/maps/search/?api=1&query=TAJDAR-E-DAWAL-INTERNATIONAL%20TRAVELS%2C%20Office%20%3A%20I-789%20First%20Floor%20Maharaja%20Hotel%20Building%2C%20Committee%20Chowk%2C%20Murree%20Rd%2C%20Waris%20Khan%20Rawalpindi%2C%2046000%2C%20Pakistan,TRUE
 —ÌÊ·“ Ê Ì·Ì,TRAVEL VALLEY,"Kapelstraat 83, 2850 Boom, Belgium",Boom,Belgium,,,4.7 (152 reviews),Yes,https://www.google.com/maps/search/?api=1&query=TRAVEL%20VALLEY%2C%20Kapelstraat%2083%2C%202850%20Boom%2C%20Belgium,TRUE
Œœ„«  «·Õ‰Ì‰ «‰ —‰«‘ÌÊ‰«· ⁄„—Â Ê«·ÕÃ,AL HUNAIN INTERNATIONAL UMRA & HAJJ SERVICE,Sharjah - Al Soor - Hay Al Qasimiah - Sharjah - United Arab Emirates,Sharjah,United Arab Emirates,,+971 50 313 2993,4 (17 reviews),Yes,https://www.google.com/maps/search/?api=1&query=AL%20HUNAIN%20INTERNATIONAL%20UMRA%20%26%20HAJJ%20SERVICE%2C%20Sharjah%20-%20Al%20Soor%20-%20Hay%20Al%20Qasimiah%20-%20Sharjah%20-%20United%20Arab%20Emirates,TRUE
„Õ» Õ—„Ì‰ Œœ„« ,MOHIB HARAMAIN SERVICES,"First Floor, Anas Plaza, Main Service Rd W, near Cricket Ground, G-11/1 G-12, Islamabad, 44000, Pakistan",Islamabad,Pakistan,,+92 51 2300123,5 (2 reviews),Yes,https://www.google.com/maps/search/?api=1&query=MOHIB%20HARAMAIN%20SERVICES%2C%20First%20Floor%2C%20Anas%20Plaza%2C%20Main%20Service%20Rd%20W%2C%20near%20Cricket%20Ground%2C%20G-11/1%20G-12%2C%20Islamabad%2C%2044000%2C%20Pakistan,TRUE
‘—ﬂ… ›«“«—Ì ÊÌ”« «,PT. FAZARY WISTAATA,"Jl. W R Supratman No.56, Pd. Ranji, Kec. Pd. Aren, Kota Tangerang Selatan, Banten 15226, Indonesia",Indonesia,Indonesia,,+62 21 7371095,4.9 (34 reviews),Yes,https://www.google.com/maps/search/?api=1&query=PT.%20FAZARY%20WISTAATA%2C%20Jl.%20W%20R%20Supratman%20No.56%2C%20Pd.%20Ranji%2C%20Kec.%20Pd.%20Aren%2C%20Kota%20Tangerang%20Selatan%2C%20Banten%2015226%2C%20Indonesia,TRUE
«·Ì«‰” «‰ — ‰«‘ÌÊ‰«·  Ê— «Ì‰œ  —«›Ì·”,ALLIANCE INTRNATIONAL TOURS,"Ashfaque Mahal, 29/A, Memon Wada Rd, Bhendi Bazaar, Mandvi, Mumbai, Maharashtra 400003, India",Mumbai,India,,+91 97698 65556,4.5 (32 reviews),Yes,https://www.google.com/maps/search/?api=1&query=ALLIANCE%20INTRNATIONAL%20TOURS%2C%20Ashfaque%20Mahal%2C%2029/A%2C%20Memon%20Wada%20Rd%2C%20Bhendi%20Bazaar%2C%20Mandvi%2C%20Mumbai%2C%20Maharashtra%20400003%2C%20India,TRUE
‰«“Ì› œÌ·ÌÊ⁄·Ê,NAZIFDELIOGLU,"Suite 215, Linen Hall, 162-168 Regent St., London W1B 5TG, UK",UK,United Kingdom,,+44 20 7734 9590,4.6 (55 reviews),Yes,https://www.google.com/maps/search/?api=1&query=NAZIFDELIOGLU%2C%20Suite%20215%2C%20Linen%20Hall%2C%20162-168%20Regent%20St.%2C%20London%20W1B%205TG%2C%20UK,TRUE
›«—” «‰ —‰«‘ÌÊ‰«·,FARIS INTERNATIONAL,"7555° RHTA3025° 3025 Al Harith Ibn Umairah, At Taawun, Riyadh 12477, Saudi Arabia",Riyadh,Saudi Arabia,,+966 11 454 7070,,Yes,https://www.google.com/maps/search/?api=1&query=FARIS%20INTERNATIONAL%2C%207555%2C%20RHTA3025%2C%203025%20Al%20Harith%20Ibn%20Umairah%2C%20At%20Taawun%2C%20Riyadh%2012477%2C%20Saudi%20Arabia,TRUE
—Ê÷… «ﬂ”« Ì √Ê «„«,PT. RAUDAH EKSATI UTAMA,"Jl. Teuku Cik Ditiro No.10, RW.5, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310, Indonesia",Indonesia,Indonesia,,+62 21 3924321,4.6 (41 reviews),Yes,https://www.google.com/maps/search/?api=1&query=PT.%20RAUDAH%20EKSATI%20UTAMA%2C%20Jl.%20Teuku%20Cik%20Ditiro%20No.10%2C%20RW.5%2C%20Menteng%2C%20Kec.%20Menteng%2C%20Kota%20Jakarta%20Pusat%2C%20Daerah%20Khusus%20Ibukota%20Jakarta%2010310%2C%20Indonesia,TRUE
»Ì‰« ﬂ—Ì«”Ì »Ì”Ê‰« ”Ì·«—«”,PT.BINA KREASI PESONA SELARAS,,,,,,,Yes,,FALSE
—Õ·  ÿ—Ìﬁ «·”·«„,RHILAT TARIQ SALARU,"Aqaba 77110, Jordan",Aqaba,Jordan,,+962 7 9286 9111,4.6 (56 reviews),Yes,https://www.google.com/maps/search/?api=1&query=RHILAT%20TARIQ%20SALARU%2C%20Aqaba%2077110%2C%20Jordan,TRUE
› Õ «‰œ«Â,PT.FATH INDAH,"Jalan Ngagel No. 179 - 183 Ruko Graha Asri Blok K12B, Ngagel, Kec. Wonokromo, Surabaya, Jawa Timur 60246, Indonesia",Indonesia,Indonesia,,+62 31 5014927,5 (1 reviews),Yes,https://www.google.com/maps/search/?api=1&query=PT.FATH%20INDAH%2C%20Jalan%20Ngagel%20No.%20179%20-%20183%20Ruko%20Graha%20Asri%20Blok%20K12B%2C%20Ngagel%2C%20Kec.%20Wonokromo%2C%20Surabaya%2C%20Jawa%20Timur%2060246%2C%20Indonesia,TRUE
ﬁ—ÿ«Ã ··«”›«—,CARTHAGE VOYAES,"RÈsidence Turquoise° Rue du Lac Biwa,  Ê‰” 1053, Tunisia", Ê‰”,Tunisia,,+216 29 260 260,3.6 (22 reviews),Yes,https://www.google.com/maps/search/?api=1&query=CARTHAGE%20VOYAES%2C%20R%C3%A9sidence%20Turquoise%2C%20Rue%20du%20Lac%20Biwa%2C%20%D8%AA%D9%88%D9%86%D8%B3%201053%2C%20Tunisia,TRUE
”‰ —„ —Ì”»Ì—«”,SENTRUM REISEBYRA AS,"1 W 34th St., New York, NY 10001, USA",New York,United States,,+1 212-967-9797,4.9 (172 reviews),Yes,https://www.google.com/maps/search/?api=1&query=SENTRUM%20REISEBYRA%20AS%2C%201%20W%2034th%20St.%2C%20New%20York%2C%20NY%2010001%2C%20USA,TRUE
œÌ ›«›«œ«—  Ê—”,THE VAFADAR TOURS,,,,,,,Yes,,FALSE
«„ «” ﬂÊÂÌ Ê— «Ê›—”Ì” ·Ì„Ì œ,M/S. KUHETUR OVERSEAS,"Ruwi St, Muscat 112, Oman",Muscat,Oman,,+968 24 703844,3.9 (57 reviews),Yes,https://www.google.com/maps/search/?api=1&query=M/S.%20KUHETUR%20OVERSEAS%2C%20Ruwi%20St%2C%20Muscat%20112%2C%20Oman,TRUE
»«ÌÊ √ÃÌ œ‰Ì« ÊÌ”« «,PT.BAYUAJI DUNIA WISATA,"Wisma Bayuadji Ground Floor, JL. Gandaria Tengah III, No. 44, Jakarta, 12130, RT.4/RW.4, Kramat Pela, Kebayoran Baru, South Jakarta City, Jakarta 12240, Indonesia",Indonesia,Indonesia,,+62 21 7232274,4.4 (13 reviews),Yes,https://www.google.com/maps/search/?api=1&query=PT.BAYUAJI%20DUNIA%20WISATA%2C%20Wisma%20Bayuadji%20Ground%20Floor%2C%20JL.%20Gandaria%20Tengah%20III%2C%20No.%2044%2C%20Jakarta%2C%2012130%2C%20RT.4/RW.4%2C%20Kramat%20Pela%2C%20Kebayoran%20Baru%2C%20South%20Jakarta%20City%2C%20Jakarta%2012240%2C%20Indonesia,TRUE
 .Ã.«·.··”Ì«Õ… Ê«·”›—,TGL TRAVELS & TOURS (PVT) LTD,"›Ì „—ﬂ“ «·”⁄Ìœ ··√⁄„«· «· Ã«—Ì…2 «·ÿ«»ﬁ 3° Prince Faisal Bin Fahd Road, Al Bandariyah, Al Khobar 34217, Saudi Arabia",Al Khobar,Saudi Arabia,,+966 54 727 8765,3.7 (55 reviews),Yes,https://www.google.com/maps/search/?api=1&query=TGL%20TRAVELS%20%26%20TOURS%20%28PVT%29%20LTD%2C%20%D9%81%D9%8A%20%D9%85%D8%B1%D9%83%D8%B2%20%D8%A7%D9%84%D8%B3%D8%B9%D9%8A%D8%AF%20%D9%84%D9%84%D8%A3%D8%B9%D9%85%D8%A7%D9%84%20%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A%D8%A92%20%D8%A7%D9%84%D8%B7%D8%A7%D8%A8%D9%82%203%2C%20Prince%20Faisal%20Bin%20Fahd%20Road%2C%20Al%20Bandariyah%2C%20Al%20Khobar%2034217%2C%20Saudi%20Arabia,TRUE
ÂÌ”»« „—Êﬂ,ASFAR,"GCV9+4RG, Casablanca, Morocco",Casablanca,Morocco,,+212 5223-70071,4.6 (10 reviews),Yes,"https://www.google.com/maps/place/GCV9+4RG,+Casablanca,+Morocco",TRUE
”·›«‰Ì ’›«‰Ê”,SALFANY SAFANUSA,"Jl. Cempaka Besar No.41, Mawar, Kec. Banjarmasin Tengah, Kota Banjarmasin, Kalimantan Selatan 70115, Indonesia",Indonesia,Indonesia,,+62 811-5057-799,4.7 (19 reviews),Yes,https://www.google.com/maps/search/?api=1&query=SALFANY%20SAFANUSA%2C%20Jl.%20Cempaka%20Besar%20No.41%2C%20Mawar%2C%20Kec.%20Banjarmasin%20Tengah%2C%20Kota%20Banjarmasin%2C%20Kalimantan%20Selatan%2070115%2C%20Indonesia,TRUE
ÿÊ«› ﬂ⁄»… ÕÃ ”—›Ì”,TAWAF - E - KABA HAJ SERVICE,"Al Haram, Makkah 24236, Saudi Arabia",Makkah,Saudi Arabia,,,4.9 (155030 reviews),Yes,https://www.google.com/maps/search/?api=1&query=TAWAF%20-%20E%20-%20KABA%20HAJ%20SERVICE%2C%20Al%20Haram%2C%20Makkah%2024236%2C%20Saudi%20Arabia,TRUE
«·„«” ÕÃ ⁄„—… €—Ê» ”—›Ì”,ALMAAS HAJ UMRAH GROUP SERVICE,"Amman, Jordan",Amman,Jordan,,+962 7 9070 7081,4.5 (124 reviews),Yes,https://www.google.com/maps/search/?api=1&query=ALMAAS%20HAJ%20UMRAH%20GROUP%20SERVICE%2C%20Amman%2C%20Jordan,TRUE
«·«»—«— ÕÃ Ê⁄„—… ”—›Ì”,AL ABRAR HAJJ & UMRAH SERVICE,"Prince Mutaib bin Abdulaziz Rd, Al-Safa, Jeddah 23454, Saudi Arabia",Jeddah,Saudi Arabia,,+966 53 353 4447,4.4 (156 reviews),Yes,https://www.google.com/maps/search/?api=1&query=AL%20ABRAR%20HAJJ%20%26%20UMRAH%20SERVICE%2C%20Prince%20Mutaib%20bin%20Abdulaziz%20Rd%2C%20Al-Safa%2C%20Jeddah%2023454%2C%20Saudi%20Arabia,TRUE
«·„ﬂ…  Ê—” «Ì‰œ  —«›·”,AL MAKKAH TOURS & TRAVELS,"6352 N Campbell Ave, Chicago, IL 60659, USA",Chicago,United States,,+1 773-338-0720,4.1 (49 reviews),Yes,https://www.google.com/maps/search/?api=1&query=AL%20MAKKAH%20TOURS%20%26%20TRAVELS%2C%206352%20N%20Campbell%20Ave%2C%20Chicago%2C%20IL%2060659%2C%20USA,TRUE
—÷Ê«‰ ÕÃ «Ì‰œ ⁄„—… ”—›Ì””,RIZHWAN HAJ & UMRAH SERVICES,"17 Silzer Ave, Iselin, NJ 08830, USA",Woodbridge Township,United States,,+1 877-394-3377,4.9 (54 reviews),Yes,https://www.google.com/maps/search/?api=1&query=RIZHWAN%20HAJ%20%26%20UMRAH%20SERVICES%2C%2017%20Silzer%20Ave%2C%20Iselin%2C%20NJ%2008830%2C%20USA,TRUE
«·«»—«—  —«›Ì·” ”—›Ì”,ALABRAR TRAVEL SERVICE,"LS-20, Sirsyed Town Sector 11 C 3 North Karachi, Karachi, Pakistan",Karachi,Pakistan,,+92 300 2254123,4.7 (55 reviews),Yes,https://www.google.com/maps/search/?api=1&query=ALABRAR%20TRAVEL%20SERVICE%2C%20LS-20%2C%20Sirsyed%20Town%20Sector%2011%20C%203%20North%20Karachi%2C%20Karachi%2C%20Pakistan,TRUE
›Ì÷«‰ ÕÃ ⁄„—… «Ì‰œ “Ì«—…  Ê—”,FAIZAN HAJ UMRAH & ZIYARAT TOURS,"Shop No 12, MEHFIL E JAHANGIRYA, near Shaikh Misri Dargah Road, C.G.S. colony, CGS Colony, Sector 1, Antop Hill, Mumbai, Maharashtra 400037, India",Mumbai,India,,+91 97028 32582,4.8 (38 reviews),Yes,https://www.google.com/maps/search/?api=1&query=FAIZAN%20HAJ%20UMRAH%20%26%20ZIYARAT%20TOURS%2C%20Shop%20No%2012%2C%20MEHFIL%20E%20JAHANGIRYA%2C%20near%20Shaikh%20Misri%20Dargah%20Road%2C%20C.G.S.%20colony%2C%20CGS%20Colony%2C%20Sector%201%2C%20Antop%20Hill%2C%20Mumbai%2C%20Maharashtra%20400037%2C%20India,TRUE
